CIDADE ;N estação;Cód.estação;N;Curso;DATA;Ano;Meses;Sazonal;Pluviosidade;MEI;Vazão;TempAr;TempAmostra;pH;SolsuspTot;SoldissTot;ConcentraMatSusp;Turbidez ;CondEle;OD;CondEsp
Governador Eugenio Barros (MONTEVIDEU);3;33530000;495;Médio Curso;23/04/2010;2010;abril;chuvoso;212,5898938;0.49;120,9655;27,5;29,6;8,6;;;;21,8;0,098;3,25;75,9
Cantanhede ;13;33680000;228;Baixo curso;07/05/2010;2010;maio;chuvoso;258,9372149;-0.12;211,9026;30;29;8,75;;;152,68;97;0,085;4,22;127,8
Caxias;6;33550000;229;Médio Curso;11/05/2010;2010;maio;chuvoso;167,7733474;-0.12;73,3783;32,5;29,2;8,55;;;103,35;76,6;0,088;4,8;18,59
Coroatá ;11;33630000;497;Baixo curso;14/05/2010;2010;maio;chuvoso;198,5160389;-0.12;173,5213;32,5;29,8;8,35;;;;69,1;0,102;4,67;51,3
Codó;9;33590000;230;Baixo curso;15/05/2010;2010;maio;chuvoso;181,519825;-0.12;99,7713;34;28,5;8,62;;;;144;0,065;4,39;68
Colinas;4;33480000;231;Alto Curso;14/07/2010;2010;julho;chuvoso;0;-2.43;39,7471;32;27;6,05;;;34,96;25,3;12;8,1;58,1
Mirador;2;33420000;503;Alto Curso;15/07/2010;2010;julho;chuvoso;6,226345778;-2.43;12,3392;32;26,6;6;;;;29,9;9;7,94;57,7
Mirador (São Felinho);1;33410000;233;Alto Curso;31/07/2010;2010;julho;chuvoso;0;-2.43;88,4626;30;26;7,38;;;;0,68;62;5,2;60
Caxias;6;33550000;234;Médio Curso;11/08/2010;2010;agosto;estiagem;0;-2.38;39,8068;33,5;28,5;7,85;;;23,48;26,1;39;0,45;113,1
Codó;9;33590000;236;Baixo curso;12/08/2010;2010;agosto;estiagem;0;-2.38;34,0727;34;28,6;6,65;;;;29,8;38;7,39;113,1
Governador Eugenio Barros (MONTEVIDEU);3;33530000;534;Médio Curso;12/08/2010;2010;agosto;estiagem;0;-2.38;40,1352;34;27;7,95;;;;27,7;25;0,58;9,43
Coroatá ;11;33630000;537;Baixo curso;17/08/2010;2010;agosto;estiagem;0;-2.38;45,9655;33;30,1;7,13;;;;24,8;50;7,79;136,4
Cantanhede ;13;33680000;237;Baixo curso;19/08/2010;2010;agosto;estiagem;7,977396488;-2.38;44,8852;33;30,8;8,2;;;35,87;20,4;52;11,38;38
Mirador (São Felinho);1;33410000;238;Alto Curso;14/10/2010;2010;outubro;estiagem;104,364419;-2.16;48,3917;29;27;8;;;;6,13;490;7,12;58,3
Colinas;4;33480000;239;Alto Curso;19/10/2010;2010;outubro;estiagem;102,8150501;-2.16;35,8013;33;28,2;6,42;;;14,363;16,1;10;5,96;129,7
Mirador;2;33420000;561;Alto Curso;20/10/2010;2010;outubro;estiagem;94,77780628;-2.16;11,5357;34;27,6;6,12;;;;25,1;8;6,01;23,5
Governador Eugenio Barros (MONTEVIDEU);3;33530000;564;Médio Curso;01/04/2011;2011;abril;chuvoso;208,7529411;-1.69;113,3139;32;28,7;9,16;;;;54,2;73;6,17;13
Mirador;2;33420000;568;Alto Curso;05/04/2011;2011;abril;chuvoso;208,7529411;-1.69;25,3942;30;28,3;6,43;;;;56,4;30;5,65;54,4
Colinas;4;33480000;243;Alto Curso;06/04/2011;2011;abril;chuvoso;194,7531936;-1.69;76,544;31;28,5;6,36;;;42,19;50,1;31;6,06;15,39
Caxias;6;33550000;244;Médio Curso;07/04/2011;2011;abril;chuvoso;331,6737952;-1.69;157,5176;34;29,1;8,05;;;28,01;48,4;95;6,67;96,7
Mirador (São Felinho);1;33410000;245;Alto Curso;09/04/2011;2011;abril;chuvoso;135,4483876;-1.69;106,21;29;27;6,64;;;;14,13;230;6,77;55,4
Codó;9;33590000;246;Baixo curso;04/05/2011;2011;maio;chuvoso;193,9291945;-1.23;159,8931;32;27,9;6,93;;;;212;62;6,21;50,5
Coroatá ;11;33630000;577;Baixo curso;05/05/2011;2011;maio;chuvoso;222,5642414;-1.23;247,1023;32;27,8;6,64;;;;98,6;74;5,96;101
Cantanhede ;13;33680000;247;Baixo curso;17/05/2011;2011;maio;chuvoso;305,09971;-1.23;616,4443;30;28,5;6,48;;;102,11;69,9;85;5,88;37,1
Mirador (São Felinho);1;33410000;248;Alto Curso;05/07/2011;2011;julho;chuvoso;7,242239952;-0.75;51,3744;29;26;6,94;;;;8,82;100;6,8;7,84
Mirador;2;33420000;584;Alto Curso;09/07/2011;2011;julho;chuvoso;9,902095795;-0.75;14,1507;27;25,3;6,04;;;;109;12;6,8;87,5
Colinas;4;33480000;250;Alto Curso;13/07/2011;2011;julho;chuvoso;7,00941968;-0.75;44,4841;30;26,9;6,41;;;19,24;23,5;17;7,02;9,92
Caxias;6;33550000;251;Médio Curso;01/08/2011;2011;agosto;estiagem;25,47430301;-0.81;42,8899;33;27,3;5,22;;;22,37;30,4;42;8,57;6
Codó;9;33590000;252;Baixo curso;01/08/2011;2011;agosto;estiagem;13,15868568;-0.81;50,7966;32;28,9;6,82;;;;27,2;46;7,75;72,3
Governador Eugenio Barros (MONTEVIDEU);3;33530000;588;Médio Curso;02/08/2011;2011;agosto;estiagem;5,427825212;-0.81;41,7393;33;27,8;6,5;;;;24,2;29;9,26;48
Coroatá ;11;33630000;592;Baixo curso;02/08/2011;2011;agosto;estiagem;15,38727665;-0.81;50,0181;32;30,1;7,12;;;;19,5;60;8,26;49,4
Cantanhede ;13;33680000;254;Baixo curso;05/08/2011;2011;agosto;estiagem;22,40577698;-0.81;48,724;32;31;8,32;;;67,43;21,4;65;8,61;66,1
Mirador (São Felinho);1;33410000;255;Alto Curso;22/09/2011;2011;setembro;estiagem;0;-1.08;39,7317;34;27;6,75;;;;7,44;20;8,47;56
Mirador;2;33420000;600;Alto Curso;25/09/2011;2011;setembro;estiagem;10,45425701;-1.08;10,8906;37;28;6,9;;;;16,3;277;6,71;16
Colinas;4;33480000;257;Alto Curso;27/09/2011;2011;setembro;estiagem;0;-1.08;36,9148;38;28;7,03;;117,32;117,32;21,3;315;7,07;48
Caxias;6;33550000;258;Médio Curso;19/10/2011;2011;outubro;estiagem;95,06171703;-1.30;41,3005;36,8;29,8;6,91;;;27,9;36,5;36,7;7,08;32,5
Codó;9;33590000;259;Baixo curso;20/10/2011;2011;outubro;estiagem;55,69252396;-1.30;48,0594;26;28;6,06;;;;48,7;41;7,11;58,1
Governador Eugenio Barros (MONTEVIDEU);3;33530000;614;Médio Curso;21/10/2011;2011;outubro;estiagem;91,09309244;-1.30;40,6021;26;27,9;6,56;;;;81,7;34,4;7,37;0
Coroatá ;11;33630000;616;Baixo curso;24/10/2011;2011;outubro;estiagem;51,87214947;-1.30;45,4413;33;31;6,29;;;;3,2;85;7,61;69,1
Cantanhede ;13;33680000;261;Baixo curso;27/10/2011;2011;outubro;estiagem;82,35845947;-1.30;44,7514;35;32;6,73;;;218,7;46,9;83;7,32;81,3
Mirador;2;33420000;620;Alto Curso;15/03/2012;2012;março;chuvoso;178,9354804;-0.58;16,4373;30;27;5,2;;;;37,9;11;7,56;8,6
Colinas;4;33480000;263;Alto Curso;20/03/2012;2012;março;chuvoso;174,1971803;-0.58;52,0158;30;28;5,24;;;22;32;17;7,65;29
Mirador (São Felinho);1;33410000;264;Alto Curso;31/03/2012;2012;março;chuvoso;95,45256376;-0.58;39,7317;29;27;6,18;;;;14,5;11;7,54;9,92
Codó;9;33590000;265;Baixo curso;17/04/2012;2012;abril;chuvoso;78,90457034;-0.38;31,0483;32;30;5,46;;;;52,8;0,061;7,8;65,5
Caxias;6;33550000;266;Médio Curso;18/04/2012;2012;abril;chuvoso;79,32534409;-0.38;54,08;34;29,1;7,34;;;30;41,9;50,2;7,41;107,7
Governador Eugenio Barros (MONTEVIDEU);3;33530000;623;Médio Curso;20/04/2012;2012;abril;chuvoso;34,7846055;-0.38;49,4169;32,5;28,9;6,87;;;;46,5;35,6;7,35;22,3
Coroatá ;11;33630000;638;Baixo curso;23/04/2012;2012;abril;chuvoso;106,4987018;-0.38;86,972;32;30;5,87;;;60,1;106;51,2;7,12;22,3
Cantanhede ;13;33680000;268;Baixo curso;27/04/2012;2012;abril;chuvoso;152,0634427;-0.38;180,4487;33;31;5,83;;;;61,4;0,089;7,8;53
Colinas;4;33480000;269;Alto Curso;21/06/2012;2012;junho;chuvoso;10,01883507;-0.28;39,7317;30;27;5,34;;;;20,7;0,014;3,52;58,1
Mirador;2;33420000;639;Alto Curso;25/06/2012;2012;junho;chuvoso;37,37909555;-0.28;12,5688;27;26;4,9;;;;28,7;10;3,9;1060
Mirador (São Felinho);1;33410000;271;Alto Curso;04/07/2012;2012;julho;chuvoso;0;0.34;34,0353;40;27;6,38;;;;4,7;10,25;7,46;15
Codó;9;33590000;272;Baixo curso;18/07/2012;2012;julho;chuvoso;5,835102558;0.34;41,1124;29;28;5,31;;;;26;36;4,87;10,31
Caxias;6;33550000;273;Médio Curso;19/07/2012;2012;julho;chuvoso;0;0.34;39,1222;33;27,5;7,29;;;15,3;25,2;31,6;7,5;13,46
Governador Eugenio Barros (MONTEVIDEU);3;33530000;640;Médio Curso;20/07/2012;2012;julho;chuvoso;0;0.34;35,737;33;28,1;7,16;;;;24,5;21,04;7,74;23
Coroatá ;11;33630000;641;Baixo curso;20/07/2012;2012;julho;chuvoso;10,31700802;0.34;40,6223;31;30;5,83;;;;20,8;50;5,23;98,9
Cantanhede ;13;33680000;275;Baixo curso;25/07/2012;2012;julho;chuvoso;47,70622826;0.34;45,8577;31;30;5,88;;;23,9;68;53;3,6;69,9
Caxias;6;33550000;276;Médio Curso;15/09/2012;2012;setembro;estiagem;9,129315972;-0.29;34,4492;35;28,8;7,35;;;45,2;22,6;28,5;7,22;107,7
Governador Eugenio Barros (MONTEVIDEU);3;33530000;642;Médio Curso;17/09/2012;2012;setembro;estiagem;13,82707596;-0.29;32,5017;38;29,6;7,27;;;;23;19,02;7,47;43,9
Mirador;2;33420000;643;Alto Curso;18/09/2012;2012;setembro;estiagem;13,82707596;-0.29;10,2031;29;27;5,7;;;;27,2;12;4,6;12
Colinas;4;33480000;279;Alto Curso;19/09/2012;2012;setembro;estiagem;0;-0.29;31,0483;30;29;5,59;;;400;20,5;12;4,59;101
Mirador (São Felinho);1;33410000;280;Alto Curso;25/09/2012;2012;setembro;estiagem;0;-0.29;34,313;33;31;6,42;;;;4,25;10,4;7,25;45,5
Coroatá ;11;33630000;644;Baixo curso;11/10/2012;2012;outubro;estiagem;17,34147167;-0.19;31,6677;32;31;6,71;;;;20,3;41;4,98;61,6
Codó;9;33590000;281;Baixo curso;15/10/2012;2012;outubro;estiagem;9,368953705;-0.19;34,5441;31;30;6,53;;;;22,9;32;4,06;79
Cantanhede ;13;33680000;282;Baixo curso;18/10/2012;2012;outubro;estiagem;50,49578285;-0.19;33,6529;31;30;6,58;;;21,9;26,2;45;4,11;46
Mirador;2;33420000;645;Alto Curso;20/03/2013;2013;março;chuvoso;79,63212872;-0.12;18,2879;31;27;6,82;;;;37,1;13;7,08;6
Colinas;4;33480000;284;Alto Curso;21/03/2013;2013;março;chuvoso;71,19763181;-0.12;47,9652;30;27;7,15;;;32,5;43,2;23;7,21;12
Mirador (São Felinho);1;33410000;285;Alto Curso;25/03/2013;2013;março;chuvoso;58,58934623;-0.12;475,9328;29;27,3;6,5;;;;65,9;11,86;7,18;45,6
Caxias;6;33550000;286;Médio Curso;26/04/2013;2013;abril;chuvoso;284,1374731;-0.35;80,0084;31;29,2;7,03;;;2272;60,1;76,4;7,24;86,8
Governador Eugenio Barros (MONTEVIDEU);3;33530000;646;Médio Curso;30/04/2013;2013;abril;chuvoso;175,7931228;-0.35;58,6954;29;29,9;7,95;;;;41,5;59,3;7,33;34,7
Coroatá ;11;33630000;647;Baixo curso;30/04/2013;2013;abril;chuvoso;314,1951571;-0.35;213,3783;28;29;7,52;;;;41,5;95;6,48;94,9
Codó;9;33590000;288;Baixo curso;01/05/2013;2013;maio;chuvoso;110,8508878;-0.68;77,8545;26;27;7,18;;;;188;42;6,71;65
Cantanhede ;13;33680000;289;Baixo curso;13/05/2013;2013;maio;chuvoso;182,8198409;-0.68;217,2942;28;28;7,31;;;119,8;109;74;6,36;134
Mirador;2;33420000;648;Alto Curso;02/07/2013;2013;julho;chuvoso;11,55367768;-0.79;11,8014;25;26;6,91;;;;25,2;11;6,3;49
Colinas;4;33480000;291;Alto Curso;04/07/2013;2013;julho;chuvoso;0;-0.79;35,3145;26;27;6,66;;;1822;21,5;16;6,8;11
Mirador (São Felinho);1;33410000;292;Alto Curso;12/07/2013;2013;julho;chuvoso;4,42489481;-0.79;38,881;29;28;6,68;;;;9,07;20,4;7,96;36
Caxias;6;33550000;293;Médio Curso;25/07/2013;2013;julho;chuvoso;15,74249077;-0.79;38,5562;32;29,7;7,93;;;1995;26,7;36,6;7,5;65,3
Governador Eugenio Barros (MONTEVIDEU);3;33530000;649;Médio Curso;27/07/2013;2013;julho;chuvoso;11,55367768;-0.79;35,7395;34;28,9;7,76;;;;28;23,7;7,66;72,6
Coroatá ;11;33630000;650;Baixo curso;27/07/2013;2013;julho;chuvoso;32,80405581;-0.79;46,6145;26;30;7,2;;;;28,6;58;5,35;20
Codó;9;33590000;295;Baixo curso;29/07/2013;2013;julho;chuvoso;10,72904706;-0.79;40,1468;26;30;7,04;;;;33,6;44;5,38;59
Cantanhede ;13;33680000;296;Baixo curso;02/08/2013;2013;agosto;estiagem;10,35609245;-0.45;37,4468;26;29;7,35;;;893;24,5;62;4,83;101,6
Colinas;4;33480000;297;Alto Curso;19/09/2013;2013;setembro;estiagem;8,020406723;-0.33;30,5493;23;27;7,35;;;13,8;26,4;19;4,02;6
Mirador;2;33420000;651;Alto Curso;21/09/2013;2013;setembro;estiagem;25,01405621;-0.33;9,927;31;28;7,09;;;;25,7;11;4;36
Mirador (São Felinho);1;33410000;299;Alto Curso;04/10/2013;2013;outubro;estiagem;89,62485504;-0.13;37,9357;31;28;5,99;;;;4,94;10,67;7,49;79,6
Caxias;6;33550000;300;Médio Curso;18/10/2013;2013;outubro;estiagem;22,0558815;-0.13;31,4819;37;30,1;7,72;;;18,4;25,8;30,1;7,11;95,2
Governador Eugenio Barros (MONTEVIDEU);3;33530000;652;Médio Curso;21/10/2013;2013;outubro;estiagem;72,13757515;-0.13;31,5966;33,5;31;7,21;;;;28,1;21,94;7,32;38
Cantanhede ;13;33680000;302;Baixo curso;24/10/2013;2013;outubro;estiagem;25,77858782;-0.13;31,899;27;31;7,03;;;27,8;35,6;50;4,06;71,6
Coroatá ;11;33630000;653;Baixo curso;28/10/2013;2013;outubro;estiagem;27,09437943;-0.13;33,0687;27;30;7,02;;;;22,2;39,5;3,9;50,9
Codó;9;33590000;303;Baixo curso;30/10/2013;2013;outubro;estiagem;32,48998547;-0.13;31,9;27;30;7,07;;;;28,8;40;3,44;98,9
Mirador;2;33420000;654;Alto Curso;19/03/2014;2014;março;chuvoso;250,2651248;-0.05;15,0429;27;27;5,99;;;;99,6;35;8,65;62,8
Colinas;4;33480000;305;Alto Curso;21/03/2014;2014;março;chuvoso;231,7357979;-0.05;52,7519;27;28;5,6;;;29,6;47,9;29;8,4;58,1
Mirador (São Felinho);1;33410000;306;Alto Curso;03/04/2014;2014;abril;chuvoso;98,97269154;-0.16;106,21;29;27;6,782;;;37,3;47;95,9;7,01;12
Caxias;6;33550000;307;Médio Curso;25/04/2014;2014;abril;chuvoso;315,0223212;-0.16;85,236;31;28,6;7,18;;;;92,8;113,4;6,83;77
Codó;9;33590000;309;Baixo curso;28/04/2014;2014;abril;chuvoso;372,1688309;-0.16;153,7253;29;28;5,94;;;;99,1;84;6,75;11
Governador Eugenio Barros (MONTEVIDEU);3;33530000;655;Médio Curso;28/04/2014;2014;abril;chuvoso;251,5790267;-0.16;75,7511;29;28,4;7,01;;;;34,8;103,1;6,49;9,43
Coroatá ;11;33630000;656;Baixo curso;30/04/2014;2014;abril;chuvoso;406,8343039;-0.16;262,9297;26;27;5,43;;;;115;72;7,16;81,4
Cantanhede ;13;33680000;310;Baixo curso;06/05/2014;2014;maio;chuvoso;361,6599159;-0.17;420,8439;27;27;5,5;;;;105;64;6,32;25,6
Colinas;4;33480000;311;Alto Curso;26/06/2014;2014;junho;chuvoso;5,348777533;0.00;37,2767;27;27;5,02;;;15,2;15,3;15;5,84;50,5
Mirador (São Felinho);1;33410000;312;Alto Curso;10/07/2014;2014;julho;chuvoso;0;0.42;51,8284;29;26;6,38;;;;9,6;0;7,91;62,4
Caxias;6;33550000;313;Médio Curso;25/07/2014;2014;julho;chuvoso;13,37515664;0.42;35,2456;28;29;6,94;;;14,9;24,2;34,1;7,03;101,6
Codó;9;33590000;314;Baixo curso;25/07/2014;2014;julho;chuvoso;6,603837371;0.42;36,9209;32,8;30,3;7,3;;;;24,3;57,5;7,78;49,7
Governador Eugenio Barros (MONTEVIDEU);3;33530000;657;Médio Curso;26/07/2014;2014;julho;chuvoso;5,026354313;0.42;33,7776;29;27;6,78;;;;31,9;21,4;7,61;9,92
Coroatá ;11;33630000;658;Baixo curso;28/07/2014;2014;julho;chuvoso;9,574497461;0.42;44,5952;33;30;7,45;;;;22,1;59,5;7,9;136,4
Cantanhede ;13;33680000;316;Baixo curso;01/08/2014;2014;agosto;estiagem;12,44650078;0.23;38,9119;33;30,5;8,15;;;21,5;20,9;62,9;7,73;13,1
Mirador (São Felinho);1;33410000;317;Alto Curso;23/09/2014;2014;setembro;estiagem;7,223015785;-0.09;40,946;28;27;5,8;;;;4,71;6,3;7,72;81,4
Colinas;4;33480000;318;Alto Curso;03/10/2014;2014;outubro;estiagem;121,3678818;0.12;31,2311;34;28,5;6,34;;;27;14,1;10,2;7,31;22,3
Colinas;4;33480000;319;Alto Curso;03/10/2014;2014;outubro;estiagem;121,3678818;0.12;31,2311;34;28,5;6,34;;;;14,1;11,1;7,31;124,2
Codó;9;33590000;321;Baixo curso;23/10/2014;2014;outubro;estiagem;38,05172253;0.12;31,9249;34;34;6,56;;;;55,6;31,4;5,76;47
Governador Eugenio Barros (MONTEVIDEU);3;33530000;659;Médio Curso;23/10/2014;2014;outubro;estiagem;87,07872009;0.12;30,5087;34;30,2;6,77;;;;18,4;16,7;7,43;25,5
Caxias;6;33550000;322;Médio Curso;24/10/2014;2014;outubro;estiagem;51,42405224;0.12;31,1006;33,5;29,9;6,86;;;14,9;19,5;27,9;7,16;123,7
Coroatá ;11;33630000;660;Baixo curso;27/10/2014;2014;outubro;estiagem;39,85002613;0.12;39,9568;38;35;7,23;;;;21;41,8;8,19;85,6
Cantanhede ;13;33680000;323;Baixo curso;31/10/2014;2014;outubro;estiagem;17,1711216;0.12;34,23;34;29;7,3;;;26,9;13,9;40,9;7,27;36,9
Coroatá ;11;33630000;661;Baixo curso;13/02/2015;2015;fevereiro;chuvoso;350,9741385;0.06;76,0957;31;30;10,39;;;;32;14,3;5,5;74
Cantanhede ;13;33680000;324;Baixo curso;19/02/2015;2015;fevereiro;chuvoso;267,0153892;0.06;103,9282;25;26,1;10,6;;;;257;20,9;3,86;26,8
Colinas;4;33480000;325;Alto Curso;02/04/2015;2015;abril;chuvoso;135,7643919;0.31;51,6153;31;28;6,49;;;38,8;40;24;5,78;51
Mirador;2;33420000;662;Alto Curso;07/04/2015;2015;abril;chuvoso;183,9558005;0.31;16,85;31;28;6,59;;;;18,5;14,6;5,77;26,7
Mirador (São Felinho);1;33410000;327;Alto Curso;08/05/2015;2015;maio;chuvoso;15,75283146;0.95;50,3106;33;27;6,66;;;;7,7;5,2;6,28;26
Caxias;6;33550000;328;Médio Curso;09/05/2015;2015;maio;chuvoso;180,7941647;0.95;59,3523;30;28,8;6,79;;;44,9;37,3;62,2;7;139,9
Governador Eugenio Barros (MONTEVIDEU);3;33530000;663;Médio Curso;11/05/2015;2015;maio;chuvoso;77,48742294;0.95;47,29;30;28,8;6,76;;;;19,4;47,1;7,06;34,6
Codó;9;33590000;330;Baixo curso;12/05/2015;2015;maio;chuvoso;215,9306755;0.95;78,6242;34;30,1;6,88;;;;24,2;59;7,05;94
Cantanhede ;13;33680000;331;Baixo curso;24/06/2015;2015;junho;chuvoso;81,64553499;1.90;65,3643;33;31;8,53;;;36;17,3;62,1;8,1;83,1
Coroatá ;11;33630000;664;Baixo curso;01/07/2015;2015;julho;chuvoso;23,46805334;1.79;38,52;33;30;6,78;;;;16,3;53;6,77;103,5
Colinas;4;33480000;332;Alto Curso;18/07/2015;2015;julho;chuvoso;0;1.79;33,3132;34;27;5,8;;;8,4;12,1;3,9;6,79;57,2
Mirador (São Felinho);1;33410000;333;Alto Curso;22/07/2015;2015;julho;chuvoso;0;1.79;95,4206;34;26,2;6,01;;;;10,5;0;6,88;1101
Mirador;2;33420000;665;Alto Curso;22/07/2015;2015;julho;chuvoso;9,41001749;1.79;10,0261;30;25,3;6,13;;;;12,3;1,8;6,9;1060
Caxias;6;33550000;335;Médio Curso;28/08/2015;2015;agosto;estiagem;0;1.95;29,3284;31;30,5;6,85;;;13,5;21;24,1;7,32;71,6
Governador Eugenio Barros (MONTEVIDEU);3;33530000;666;Médio Curso;31/08/2015;2015;agosto;estiagem;0;1.95;28,77;34,3;30,1;6,75;;;;21,3;15,1;7,35;136,4
Codó;9;33590000;337;Baixo curso;01/09/2015;2015;setembro;estiagem;8,221525669;2.24;28,967;33;31;6,82;;;;22,8;27,3;6,79;23,2
Coroatá ;11;33630000;667;Baixo curso;02/10/2015;2015;outubro;estiagem;3,182586432;2.15;27,83;36;32,5;6,82;;;;42,8;40,9;7,21;112,4
Cantanhede ;13;33680000;338;Baixo curso;08/10/2015;2015;outubro;estiagem;9,074969769;2.15;27,9842;34;32;7,27;;;24,1;17;43,7;8,06;62,5
Mirador (São Felinho);1;33410000;339;Alto Curso;31/10/2015;2015;outubro;estiagem;38,85896492;2.15;45,461;31;28;7,15;;;;11;7,4;7,57;68
Colinas;4;33480000;340;Alto Curso;03/11/2015;2015;novembro;estiagem;26,14725494;1.94;30,036;33;29;6,42;;;11,9;29,4;10,6;7,49;28,2
Mirador;2;33420000;668;Alto Curso;05/11/2015;2015;novembro;estiagem;28,94803524;1.94;8,461;29;28;6,47;;;;32,7;12,7;7,34;11
Governador Eugenio Barros (MONTEVIDEU);3;33530000;669;Médio Curso;12/11/2015;2015;novembro;estiagem;28,94803524;1.94;26,121;34,1;29,9;6,73;;;;19,3;11,4;7,45;37,9
Caxias;6;33550000;343;Médio Curso;13/11/2015;2015;novembro;estiagem;8,032613754;1.94;27,7817;35,9;30;6,93;;;10,64;21,2;19;6,94;127,8
Codó;9;33590000;344;Baixo curso;18/11/2015;2015;novembro;estiagem;23,73195267;1.94;27,79;33,1;30,7;7,15;;;;16,5;22,9;7,33;55,6
Cantanhede ;13;33680000;345;Baixo curso;24/02/2016;2016;fevereiro;chuvoso;167,2878737;1.81;123,7293;33;32;7,27;;;54,2;43,1;78,3;7,76;49,4
Coroatá ;11;33630000;670;Baixo curso;29/02/2016;2016;fevereiro;chuvoso;190,1288171;1.81;82,0238;34;31;6,68;;;;40,1;76,3;6,89;75,9
Mirador;2;33420000;671;Alto Curso;07/04/2016;2016;abril;chuvoso;86,12443018;1.33;10,527;33;30;6,2;;;;18;82,5;7,01;113,1
Colinas;4;33480000;347;Alto Curso;11/04/2016;2016;abril;chuvoso;100,4854379;1.33;38,0447;34;28;6,3;;;40,7;25,5;80,2;7,29;41,8
Mirador (São Felinho);1;33410000;348;Alto Curso;12/04/2016;2016;abril;chuvoso;58,87334156;1.33;68,3806;32;28;5,68;;;;16;89,8;7,55;48
Caxias;6;33550000;349;Médio Curso;09/05/2016;2016;maio;chuvoso;57,46764398;1.24;33,9968;30;29,68;6,28;;;16,6;10,4;4;6,37;17
Coroatá ;11;33630000;672;Baixo curso;11/05/2016;2016;maio;chuvoso;81,8485117;1.24;48,47;35;30,8;7,03;;;;36,2;56,8;6,45;23,2
Codó;9;33590000;350;Baixo curso;13/05/2016;2016;maio;chuvoso;71,31559372;1.24;39,961;33;30,93;6,51;;;;4,94;10;6,44;38
Cantanhede ;13;33680000;352;Baixo curso;17/05/2016;2016;maio;chuvoso;121,7002974;1.24;71,4103;34;31,8;6,92;;;54,1;46,5;69,5;6,57;47,3
Governador Eugenio Barros (MONTEVIDEU);3;33530000;673;Médio Curso;17/05/2016;2016;maio;chuvoso;46,4776926;1.24;35,189;31;29,47;6,61;;;;16,3;36;6,29;113,1
Mirador;2;33420000;674;Alto Curso;27/07/2016;2016;julho;chuvoso;0;-0.53;8,0374;27;23,8;5,67;;;6,9;16,1;8,9;8,29;26,8
Colinas;4;33480000;354;Alto Curso;28/07/2016;2016;julho;chuvoso;3,673447609;-0.53;30,1352;29;23,8;5,13;;;9,3;11,8;11,4;8,36;87,5
Mirador (São Felinho);1;33410000;355;Alto Curso;03/08/2016;2016;agosto;estiagem;6,463068724;-0.27;28,0257;34;26,2;5,42;;;;15,6;7;8,07;57,7
Caxias;6;33550000;356;Médio Curso;25/08/2016;2016;agosto;estiagem;0;-0.27;24,789;31;29;6,44;;;15,8;58,4;24,5;7,67;15
Codó;9;33590000;357;Baixo curso;29/08/2016;2016;agosto;estiagem;9,909317017;-0.27;25,8;35;30,4;6,4;;;;17,5;27,5;7,58;25,5
Governador Eugenio Barros (MONTEVIDEU);3;33530000;675;Médio Curso;02/09/2016;2016;setembro;estiagem;15,54822969;-0.29;22,503;31;29,2;3,55;;;;16;14,7;7,5;33
Cantanhede ;13;33680000;359;Baixo curso;05/09/2016;2016;setembro;estiagem;46,70059395;-0.29;26,198;33;31,7;7,29;;;;13,9;40,1;7,89;64,8
Coroatá ;11;33630000;676;Baixo curso;12/09/2016;2016;setembro;estiagem;52,403687;-0.29;25,2143;35;31,6;7,87;;;;15,1;39,4;8,23;67
Colinas;4;33480000;360;Alto Curso;11/10/2016;2016;outubro;estiagem;143,2771435;-0.54;29,6352;34;30;5,62;;;9;22,3;13,6;7,18;34,7
Mirador;2;33420000;677;Alto Curso;14/10/2016;2016;outubro;estiagem;127,6365509;-0.54;7,81;30;27,7;5,56;;;;56,5;11,5;7,26;57,7
